1	1	0.000220367
2	1	0.000180266
3	1	0.00212065
4	2	0.000623643
5	2	0.00773628
6	2	0.00149801
7	2	0.00518451
8	3	0.0024168
9	3	0.00141073
10	3	0.00944722
11	8	0.00147534
12	8	0.00248024
13	9	0.00262139
14	13	0.00455327
15	17	0.0151505
16	25	0.00542289
17	32	0.00699015
18	25	0.00805235
19	97	0.00268246
20	74	0.00243003
21	200	0.00725144
22	200	0.00272943
23	200	0.00640155
24	200	0.00246158
25	200	0.00326399
26	200	0.00551415
27	200	0.00785466
28	200	0.00686221
29	200	0.00716957
30	200	0.00262429
31	200	0.00583699
32	200	0.00291906
33	167	0.00379851
34	200	0.0045039
35	200	0.00255103
36	200	0.0108596
37	195	0.00272599
38	200	0.0024976
39	200	0.00253376
40	200	0.0106239
41	200	0.00265527
42	200	0.0072516
43	190	0.00291242
44	200	0.00677501
45	200	0.00308659
46	166	0.0031452
47	200	0.0071503
48	196	0.00279027
49	200	0.0108075
50	200	0.00586976
51	200	0.00403816
52	200	0.0031308
53	200	0.00472778
54	200	0.00577314
55	200	0.00660711
56	200	0.00282265
57	200	0.00904467
58	200	0.00569522
59	200	0.00361488
60	200	0.00304683
61	200	0.00635531
62	200	0.00277435
63	200	0.0119658
64	200	0.00684799
65	200	0.00801973
66	200	0.00593907
67	200	0.00994171
68	200	0.00270353
69	200	0.00242201
70	200	0.00557358
71	200	0.00759026
72	200	0.00889342
73	200	0.00525819
74	200	0.00368709
75	200	0.00450327
76	200	0.00365126
77	200	0.00650233
78	200	0.00291826
79	200	0.00621107
80	200	0.00298178
81	200	0.0151734
82	200	0.00328574
83	200	0.00328224
84	200	0.00282828
85	200	0.0102513
86	200	0.00286041
87	200	0.00549082
88	200	0.00294195
89	200	0.0153204
90	200	0.00340916
91	195	0.00322686
92	200	0.00831863
93	200	0.00612648
94	200	0.00277191
95	200	0.00296275
96	200	0.0138515
97	200	0.00947384
98	200	0.00841771
99	200	0.00350347
100	200	0.0125465
101	200	0.00390561
102	200	0.00544552
103	200	0.00564375
104	200	0.008322
105	200	0.0066859
106	200	0.00661431
107	200	0.00615546
108	200	0.004819
109	200	0.00712621
110	200	0.00898711
111	200	0.00389984
112	200	0.00959038
113	200	0.00392203
114	200	0.0128978
115	200	0.00404237
116	200	0.0183445
117	200	0.0042077
118	200	0.0219886
1	1	0.000212286
2	1	0.00027959
3	1	0.00210953
4	2	0.000628799
5	2	0.00524524
6	1	0.00139676
7	1	0.00240452
8	2	0.00291857
9	2	0.000718127
10	2	0.00936654
11	5	0.0014655
12	5	0.00242336
13	6	0.002493
14	6	0.00337555
15	9	0.015384
16	13	0.00277578
17	19	0.00761399
18	13	0.0080236
19	52	0.0024866
20	41	0.0022517
21	116	0.00559718
22	93	0.0025371
23	147	0.00530461
24	147	0.00248318
25	147	0.00290349
26	147	0.00520932
27	200	0.00875945
28	177	0.0136931
29	200	0.00680213
30	200	0.00256914
31	200	0.00421093
32	200	0.00586666
33	140	0.00455547
34	200	0.00237241
35	200	0.00526063
36	200	0.0064839
37	189	0.00285507
38	200	0.00216093
39	200	0.00253881
40	200	0.00507577
41	143	0.00262676
42	200	0.0101543
43	178	0.00271875
44	200	0.00315417
45	200	0.00305245
46	166	0.00308814
47	200	0.00952762
48	166	0.00571916
49	200	0.00794619
50	200	0.00576378
51	200	0.0033163
52	200	0.00349174
53	200	0.00292628
54	200	0.00566071
55	200	0.0044415
56	200	0.00273693
57	200	0.00951773
58	200	0.0057874
59	200	0.00392551
60	200	0.00292219
61	200	0.00732532
62	200	0.00289924
63	200	0.0088713
64	200	0.00650966
65	200	0.00485369
66	200	0.00294322
67	200	0.00700411
68	200	0.00521655
69	88	0.00357329
70	88	0.00834047
71	200	0.00423323
72	176	0.00671817
73	200	0.00589848
74	200	0.00272422
75	200	0.00618175
76	200	0.00270924
77	200	0.0107088
78	196	0.00292709
79	200	0.00664786
80	200	0.00292037
81	200	0.00444629
82	200	0.0031951
83	200	0.00465351
84	200	0.00570231
85	200	0.0222189
86	178	0.00282142
87	200	0.0090119
88	198	0.00297645
89	200	0.00908413
90	200	0.00325279
91	200	0.00324599
92	200	0.008614
93	192	0.00601294
94	200	0.00463084
95	200	0.00288496
96	200	0.0119936
97	200	0.0068444
98	200	0.00590756
99	200	0.00333561
100	200	0.0103423
101	200	0.00285582
102	200	0.00349616
103	200	0.00595157
104	200	0.0069246
105	200	0.00671262
106	200	0.00555933
107	200	0.00296901
108	200	0.00321134
109	200	0.00581707
110	200	0.009927
111	183	0.00327654
112	200	0.00660801
113	183	0.00325836
114	200	0.012913
115	162	0.00327308
116	200	0.0038453
117	200	0.00299598
118	200	0.017088
1	1	0.000151475
2	1	0.000142707
3	1	0.00438496
4	2	0.000688399
5	2	0.00519523
6	2	0.0014205
7	2	0.00244251
8	3	0.00247395
9	3	0.00141898
10	3	0.0121611
11	8	0.001647
12	8	0.00248415
13	9	0.00251278
14	12	0.00451565
15	16	0.0154843
16	24	0.00453325
17	31	0.00701303
18	24	0.00751099
19	94	0.00550226
20	71	0.00243468
21	200	0.00984699
22	200	0.0027859
23	200	0.0103847
24	200	0.00251118
25	200	0.00594484
26	200	0.00556045
27	200	0.0105324
28	200	0.00599154
29	200	0.00907023
30	200	0.00511851
31	200	0.00181487
32	200	0.0055944
33	139	0.00608623
34	200	0.00223125
35	200	0.00253641
36	200	0.00646514
37	182	0.00558151
38	200	0.00237283
39	190	0.00258016
40	200	0.00446089
41	139	0.00264898
42	200	0.010746
43	186	0.00543297
44	200	0.00696294
45	200	0.00305585
46	178	0.00311623
47	200	0.00842598
48	170	0.00277051
49	200	0.00878651
50	200	0.00571948
51	200	0.00510946
52	200	0.00318286
53	200	0.00474461
54	200	0.00579386
55	200	0.00662096
56	200	0.00276161
57	200	0.00928033
58	200	0.00580232
59	200	0.00458852
60	200	0.00304108
61	200	0.00713223
62	200	0.00538633
63	200	0.00847266
64	200	0.00665947
65	200	0.00613041
66	200	0.00307265
67	200	0.0146482
68	200	0.00287541
69	200	0.00272742
70	200	0.0057577
71	200	0.0105175
72	173	0.00664531
73	200	0.0056896
74	200	0.00290844
75	200	0.00626965
76	200	0.00269907
77	200	0.0120664
78	198	0.00505487
79	200	0.0146105
80	200	0.00286697
81	200	0.00563315
82	200	0.00321998
83	200	0.00540175
84	200	0.00293238
85	200	0.016622
86	200	0.00531045
87	200	0.0115533
88	200	0.0058093
89	200	0.00909462
90	200	0.00331528
91	200	0.00319982
92	200	0.00937952
93	200	0.00841194
94	200	0.00822817
95	200	0.00286887
96	200	0.00975059
97	200	0.00670396
98	200	0.00891468
99	200	0.00556359
100	200	0.0122838
101	200	0.00307918
102	200	0.0061969
103	200	0.00588286
104	200	0.0126772
105	200	0.00657126
106	200	0.0184635
107	200	0.00525807
108	200	0.00426459
109	200	0.00521954
110	200	0.0120891
111	200	0.00296633
112	200	0.011191
113	200	0.0054273
114	200	0.011843
115	200	0.00301341
116	200	0.0109186
117	200	0.0031886
118	200	0.0128871
1	1	0.000327586
2	1	0.000329676
3	1	0.00214797
4	2	0.000800426
5	2	0.0051128
6	2	0.00141677
7	2	0.00245151
8	3	0.00499671
9	3	0.0029924
10	3	0.00934277
11	8	0.00153206
12	8	0.00513792
13	9	0.00249009
14	12	0.00728684
15	16	0.0158342
16	24	0.00713264
17	31	0.00699303
18	24	0.0104894
19	94	0.00268297
20	71	0.00242392
21	200	0.0092472
22	200	0.0056212
23	200	0.0075518
24	200	0.00391732
25	200	0.00595274
26	200	0.00530638
27	200	0.010233
28	200	0.00584281
29	200	0.00887638
30	200	0.00257907
31	200	0.00181912
32	200	0.00323228
33	139	0.00350195
34	200	0.00235171
35	200	0.00259249
36	200	0.00643633
37	182	0.00338301
38	200	0.00261951
39	190	0.00491088
40	200	0.00569595
41	139	0.00268908
1	1	0.000190391
2	1	0.000159515
3	1	0.00208737
4	2	0.000646743
5	2	0.00521277
6	2	0.00145981
7	2	0.00246456
8	3	0.00244804
9	3	0.00188482
10	3	0.00930847
11	8	0.00151817
12	8	0.00251117
13	9	0.00251146
14	12	0.00447742
15	16	0.0155156
16	24	0.00456058
17	31	0.00695742
18	24	0.00748214
19	94	0.0026382
20	71	0.00242756
21	200	0.00993534
22	200	0.0027379
23	200	0.00749613
24	200	0.00511109
25	200	0.00315892
26	200	0.00522291
27	200	0.0201891
28	200	0.00861227
29	200	0.0111666
30	200	0.00270482
31	200	0.00201315
32	200	0.00293869
33	130	0.00389145
34	200	0.00296601
35	200	0.00245866
36	200	0.0150358
37	191	0.00283715
38	200	0.00531063
39	200	0.00266416
40	200	0.0162715
41	167	0.00360424
42	200	0.00528927
1	1	0.000151836
2	1	0.000143867
3	1	0.002061
4	2	0.000634738
5	2	0.00513953
6	2	0.00139353
7	2	0.00243468
8	3	0.00468395
9	3	0.00142666
10	3	0.0119725
11	8	0.00152707
12	8	0.00252777
13	9	0.00255216
14	12	0.00450127
15	16	0.0154192
16	24	0.00459089
17	31	0.00701259
18	24	0.0102539
19	94	0.00268005
20	71	0.00253545
21	200	0.00718403
22	200	0.00278891
23	200	0.00765228
24	200	0.00252644
25	200	0.00321275
26	200	0.0055342
27	200	0.0104744
28	200	0.00599156
29	200	0.0116673
30	200	0.00268833
31	200	0.00179101
32	200	0.00286175
33	130	0.00640797
34	200	0.00254177
35	200	0.00248975
36	200	0.0146389
37	191	0.00551434
38	200	0.00275769
39	200	0.00253898
40	200	0.00869668
41	200	0.00488657
42	200	0.00597579
43	200	0.00474652
44	200	0.0060783
45	200	0.00582247
46	166	0.0060506
47	200	0.0095668
48	200	0.00266155
49	200	0.00726511
50	200	0.0113423
51	200	0.00710555
52	200	0.00625074
53	200	0.00663902
54	200	0.00557839
55	200	0.00793647
56	200	0.00557534
57	200	0.0144446
58	200	0.00565588
59	200	0.00432274
60	200	0.00296447
61	200	0.00708362
62	200	0.00279386
63	200	0.00981236
64	200	0.00663087
65	200	0.00686068
66	200	0.00302825
67	200	0.0151301
68	200	0.00553332
69	200	0.00505888
70	200	0.0112357
71	200	0.0135601
72	200	0.00631872
73	200	0.0173553
74	200	0.00553704
75	200	0.00640296
76	200	0.00286436
77	200	0.00868152
78	200	0.00574856
79	200	0.00960577
80	200	0.00567297
81	200	0.0184937
82	200	0.00597375
83	200	0.00649111
84	200	0.00592216
85	200	0.0115704
86	200	0.00587135
87	200	0.0108067
88	200	0.00310559
89	200	0.00743135
90	200	0.0033259
91	200	0.00598778
92	200	0.0152517
93	200	0.00587131
94	200	0.00841729
95	200	0.00284555
96	200	0.0113233
97	200	0.0132283
98	200	0.00886052
99	200	0.00617826
